ID	Title	Year	Budget	Rating	Votes	Actor_Minor_0	Actor_Minor_1	Actor_Minor_2	Actor_Top_0	Actor_Top_1	Actor_Top_2	Actor_Low_0	Actor_Low_1	Actor_Low_2	Director_Low_0	Director_Low_1	Director_Low_2	Director_Top_0	Director_Top_1	Director_Top_2	Comedy	Short	Drama	Animation	News	History	War	Horror	Adventure	Sci_Fi	Biography	Documentary	Family	Action	Adult	Romance	Musical	Sport	Fantasy	Mystery	Thriller	Music	Crime	Western
70385	And Now... Ladies and Gentlemen... (2002)	2002	0.0	6.2	1848	9	27	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
70421	And So It Goes (2014)	2014	30000000.0	5.7	7481	12	21	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
70435	And Soon the Darkness (2010)	2010	0.0	5.2	12979	1	14	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
70526	And Then Came Lola (2009)	2009	0.0	4.1	1267	0	33	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
70624	And When Did You Last See Your Father? (2007)	2007	8000000.0	6.9	3494	3	19	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
70631	And While We Were Here (2012)	2012	0.0	5.6	2033	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70671	Andaaz (2003)	2003	0.0	5.5	1577	8	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
71191	Android Cop (2014)	2014	0.0	3.1	1192	9	19	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
71482	Anegan (2015)	2015	0.0	7.0	1409	5	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
71823	Ang pagdadalaga ni Maximo Oliveros (2005)	2005	0.0	7.1	1242	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71907	Ang-ma-reul bo-at-da (2010)	2010	0.0	7.8	64463	3	62	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
71989	Angel (2007)	2007	15000000.0	5.9	4200	5	20	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
72081	Angel Eyes (2001)	2001	38000000.0	5.6	19186	6	31	8	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
72158	Angel of Death (2009/I)	2009	0.0	5.0	1757	3	16	1	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
72327	Angel-A (2005)	2005	15000000.0	7.1	24384	6	16	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
72565	Angels & Demons (2009)	2009	150000000.0	6.7	192560	17	0	146	0	6	8	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
72618	Angels Crest (2011)	2011	0.0	5.8	1531	6	17	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72704	Angels Sing (2013)	2013	0.0	5.6	1217	19	70	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
72773	Anger Management (2003)	2003	75000000.0	6.2	162961	11	1	84	1	7	1	3	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73005	Angry Video Game Nerd: The Movie (2014)	2014	325927.0	5.9	4744	10	436	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73091	Angus, Thongs and Perfect Snogging (2008)	2008	0.0	6.4	18422	3	33	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73293	Animal (2005)	2005	1000000.0	6.0	1708	10	45	2	0	2	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
73307	Animal (2014/I)	2014	0.0	4.7	3998	5	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
73370	Animal Factory (2000)	2000	0.0	6.6	10381	12	37	8	0	8	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
73410	Animal Kingdom (2010)	2010	0.0	7.3	43133	7	36	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
74045	Anime nere (2014)	2014	0.0	6.9	1177	2	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74113	Aningaaq (2013)	2013	0.0	7.2	2445	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74150	Anita & Me (2002)	2002	0.0	6.4	1397	5	30	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74258	Anjaan (2014)	2014	0.0	4.6	1803	14	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
74262	Anjaana Anjaani (2010)	2010	0.0	5.8	3645	11	23	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
74365	Ankhon Dekhi (2013)	2013	0.0	8.1	3519	8	27	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74376	Anklaget (2005)	2005	0.0	7.1	1578	4	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74428	Anlat Istanbul (2005)	2005	0.0	7.4	4346	1	37	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74671	Anna Karenina (2012/I)	2012	0.0	6.6	64488	29	85	15	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
74859	Annabelle (2014/I)	2014	6500000.0	5.4	68891	10	10	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
74913	Annapolis (2006)	2006	26000000.0	5.8	17381	19	85	27	2	5	0	1	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
74957	Anne B. Real (2003)	2003	0.0	2.1	3528	6	47	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75106	Annie (2014)	2014	65000000.0	5.2	20764	41	78	13	0	5	4	4	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
75258	Anniyan (2005)	2005	0.0	8.1	5270	9	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
75511	Anonyma - Eine Frau in Berlin (2008)	2008	0.0	7.1	4352	7	46	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75533	Anonymous (2011/I)	2011	30000000.0	6.9	33038	18	62	8	2	4	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
75724	Another Earth (2011)	2011	0.0	7.0	65075	4	28	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
75755	Another Gay Movie (2006)	2006	500000.0	5.0	7607	4	70	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
75756	Another Gay Sequel: Gays Gone Wild! (2008)	2008	0.0	3.9	2457	2	53	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75769	Another Happy Day (2011)	2011	4000000.0	6.0	3100	7	24	2	1	2	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75845	Another Me (2013)	2013	0.0	4.7	3056	7	11	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
75997	Another Year (2010)	2010	10000000.0	7.3	22639	6	10	1	1	5	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76186	Ant-Man (2015)	2015	130000000.0	7.7	124947	58	0	82	1	10	2	6	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
76251	Antarctica: A Year on Ice (2013)	2013	1000000.0	7.6	2065	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
76260	Antares (2004)	2004	0.0	6.3	1821	0	44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76273	Antboy (2013)	2013	0.0	5.2	1032	3	36	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
76476	Anthony Zimmer (2005)	2005	0.0	6.5	6412	6	22	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
76590	Anti-Social (2015)	2015	0.0	6.9	1586	9	44	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
76616	Antichrist (2009)	2009	11000000.0	6.6	81434	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76718	Antikörper (2005)	2005	1900000.0	7.1	5978	4	36	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
76790	Antisocial (2013/I)	2013	0.0	4.4	1970	0	69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
76810	Antitrust (2001)	2001	30000000.0	6.1	24922	17	44	5	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
76814	Antiviral (2012)	2012	3200000.0	5.6	8745	6	23	5	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
77068	Antwone Fisher (2002)	2002	12500000.0	7.3	25258	11	44	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
77194	Anus Magillicutty (2003)	2003	5000.0	2.6	3523	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
77203	Anuvahood (2011)	2011	1000000.0	5.3	3278	12	44	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
77222	Anvil: The Story of Anvil (2008)	2008	0.0	8.0	12565	1	36	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
77255	Any Body Can Dance 2 (2015)	2015	0.0	5.7	2606	9	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
77267	Any Day Now (2012)	2012	0.0	7.5	4318	9	20	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77330	Any Questions for Ben? (2012)	2012	0.0	5.8	1360	6	82	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
77342	Any Way the Wind Blows (2003)	2003	1600000.0	7.2	2107	3	69	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77444	Anything Else (2003)	2003	18000000.0	6.4	24002	17	7	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
77640	Ao, le dernier Néandertal (2010)	2010	0.0	6.3	1050	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77663	Aoi haru (2001)	2001	800000.0	7.4	2385	3	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77823	Apaharan (2005)	2005	0.0	7.4	2511	17	213	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
77833	Apan (2009)	2009	0.0	6.1	1030	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
77869	Aparecidos (2007)	2007	0.0	6.1	1296	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77937	Apartment 1303 (2007)	2007	0.0	4.9	1516	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77938	Apartment 1303 3D (2012)	2012	5000000.0	2.6	4327	5	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78143	Apflickorna (2011)	2011	1000000.0	5.5	1930	0	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
78238	Apna Sapna Money Money (2006)	2006	0.0	5.2	1163	11	4	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
78241	Apne (2007)	2007	4000000.0	5.8	1522	14	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
78378	Apocalypse Pompeii (2014)	2014	0.0	2.3	1424	7	20	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
78416	Apocalypto (2006)	2006	40000000.0	7.8	222995	3	0	36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
78500	Apollo 18 (2011)	2011	5000000.0	5.2	45474	2	8	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
78690	App (2013)	2013	1500000.0	5.4	1734	3	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
78730	Appaloosa (2008)	2008	0.0	6.8	48428	11	128	8	1	5	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
78986	Appleseed Alpha (2014)	2014	0.0	6.6	5322	4	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79101	Appropriate Behavior (2014)	2014	0.0	6.8	1587	5	29	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
79148	Appurushido: Ekusu makina (2007)	2007	0.0	7.2	7956	5	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
79151	Appurushîdo (2004)	2004	0.0	7.0	15288	13	21	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79403	Après mai (2012)	2012	0.0	6.4	2943	4	52	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79423	Après vous... (2003)	2003	0.0	6.6	2667	3	18	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
79441	Apsolutnih sto (2001)	2001	0.0	7.5	1657	3	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
79567	Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)	2007	750000.0	6.9	11973	5	14	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
79598	Aquamarine (2006)	2006	12000000.0	5.2	28233	8	21	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
79704	Aquele Querido Mês de Agosto (2008)	2008	0.0	7.0	1038	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
80031	Arachnid (2001)	2001	570000.0	3.9	2195	2	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80052	Araf (2006)	2006	0.0	3.7	3926	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
80059	Aragami (2003)	2003	0.0	6.8	1822	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
80073	Arahan jangpung daejakjeon (2004)	2004	4500000.0	6.8	3076	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
80164	Arang (2006)	2006	0.0	6.2	1044	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
80218	Ararat (2002)	2002	0.0	6.6	8491	5	44	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80342	Arbitrage (2012)	2012	12000000.0	6.6	39603	20	28	8	0	2	0	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
80591	Archipelago (2010)	2010	500000.0	6.0	1400	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80686	Arctic Blast (2010)	2010	0.0	3.9	2755	3	30	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
80737	Arctic Tale (2007)	2007	0.0	7.0	1542	1	10	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
80814	Are All Men Pedophiles? (2013)	2013	4000.0	6.4	1586	6	128	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
80871	Are We Done Yet? (2007)	2007	0.0	3.9	14678	8	8	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
80890	Are We There Yet? (2005)	2005	32000000.0	4.5	21023	11	16	7	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
80942	Are You Here (2013)	2013	0.0	5.3	9613	36	62	3	0	4	0	1	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81040	Area 51 (2015)	2015	5000000.0	4.2	5918	2	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
81108	Arena (2011)	2011	300.0	4.8	9768	13	32	4	0	2	0	0	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
81284	Argo (2004)	2004	1200000.0	7.1	2314	3	17	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
81287	Argo (2012)	2012	44500000.0	7.8	415110	35	0	161	3	30	6	2	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
81763	Arjun: The Warrior Prince (2012)	2012	0.0	7.0	1011	6	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
81857	Arlen Faber (2009)	2009	0.0	6.5	5454	8	18	6	0	8	0	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
81928	Armadillo (2010)	2010	1500000.0	7.6	7581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
82029	Arme Riddere (2011)	2011	0.0	6.6	2231	4	19	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
82182	Armored (2009)	2009	27000000.0	5.7	25489	11	6	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
82366	Arn: Riket vid vägens slut (2008)	2008	0.0	6.5	5791	8	24	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
82367	Arn: Tempelriddaren (2007)	2007	25000000.0	6.6	17230	10	31	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
82524	Around the Bend (2004)	2004	0.0	6.5	3758	5	7	2	0	3	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82585	Around the World in 80 Days (2004)	2004	110000000.0	5.8	64111	17	2	32	1	2	0	2	1	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
82661	Arpointeu (2004)	2004	0.0	6.4	4171	1	10	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
82690	Arrambam (2013)	2013	0.0	7.5	6131	12	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
82693	Arranged (2007)	2007	120000.0	7.5	2187	6	31	3	1	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
83033	Arrivederci amore, ciao (2006)	2006	4300000.0	6.9	1039	2	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
83147	Arrugas (2011)	2011	2000000.0	7.6	2306	5	29	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83153	Arráncame la vida (2008)	2008	0.0	7.4	1588	5	64	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83274	Arsène Lupin (2004)	2004	23000000.0	5.4	5467	11	29	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0
